time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-13T16:13:55.000Z,60.2342,-141.3534,0,1.3,ml,,,,0.85,ak,ak13571058,2016-05-13T16:43:52.141Z,"62km ENE of Cape Yakataga, Alaska",earthquake,0.6,0.6,,,automatic,ak,ak
2016-05-13T16:02:06.750Z,40.1893349,-121.0468369,5.04,1.69,md,8,170,0.3446,0.04,nc,nc72635215,2016-05-13T16:42:03.374Z,"9km NW of Greenville, California",earthquake,0.75,5.34,0.13,4,automatic,nc,nc
2016-05-13T15:53:09.270Z,37.4621658,-118.8233337,4.76,1.63,md,21,179,0.0848,0.04,nc,nc72635205,2016-05-13T16:19:07.315Z,"24km SSE of Mammoth Lakes, California",earthquake,0.32,0.82,0.18,17,automatic,nc,nc
2016-05-13T15:46:56.660Z,35.5286674,-121.2613297,2.11,2.23,md,20,216,0.1541,0.03,nc,nc72635200,2016-05-13T16:09:53.840Z,"14km SSW of San Simeon, California",earthquake,0.49,1.27,0.2,17,automatic,nc,nc
2016-05-13T15:44:54.000Z,66.3987,-153.2845,0,1.4,ml,,,,0.43,ak,ak13571057,2016-05-13T16:43:51.482Z,"32km WSW of New Allakaket, Alaska",earthquake,0.7,0.7,,,automatic,ak,ak
2016-05-13T15:42:34.400Z,32.5886667,-115.7226667,4.56,1.38,ml,15,187,0.1701,0.19,ci,ci37566688,2016-05-13T16:22:21.320Z,"13km W of Progreso, B.C., MX",earthquake,0.54,1.08,0.154,12,reviewed,ci,ci
2016-05-13T15:27:56.200Z,38.9141655,-122.8850021,-0.72,0.95,md,7,169,0.05603,0.1,nc,nc72635190,2016-05-13T16:30:08.351Z,"8km SSW of Kelseyville, California",earthquake,1.08,5.64,0.21,3,automatic,nc,nc
2016-05-13T15:16:01.200Z,-25.3371,178.411,623.06,4.7,mb,,174,5.074,0.46,us,us10005h6a,2016-05-13T15:29:55.523Z,"South of the Fiji Islands",earthquake,14.2,8.8,0.094,34,reviewed,us,us
2016-05-13T15:05:22.000Z,63.5326,-150.7758,2.5,1.3,ml,,,,0.69,ak,ak13570345,2016-05-13T15:58:51.553Z,"92km W of Cantwell, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-05-13T14:50:39.730Z,36.3755,-117.4658333,0.84,3.49,ml,32,45,0.3086,0.19,ci,ci37566648,2016-05-13T15:51:49.455Z,"38km SW of Stovepipe Wells, CA",earthquake,0.24,0.91,0.163,102,reviewed,ci,ci
2016-05-13T14:30:03.000Z,63.3192,-145.4244,0,0.6,ml,,,,0.36,ak,ak13570344,2016-05-13T15:11:33.627Z,"62km S of Deltana, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-05-13T13:57:32.152Z,40.6248,-119.4544,1.3,1.6,ml,7,152.28,0.709,0.1301,nn,nn00543977,2016-05-13T15:38:04.844Z,"8km NW of Gerlach-Empire, Nevada",earthquake,,5.3,0.05,3,reviewed,nn,nn
2016-05-13T13:44:09.900Z,18.8332,-64.2314,32,2.2,Md,3,342,0.71416065,0.07,pr,pr16134006,2016-05-13T16:20:04.366Z,"61km NE of Road Town, British Virgin Islands",earthquake,3.3,6.7,0,3,reviewed,pr,pr
2016-05-13T13:40:42.578Z,40.0315,-119.9812,13.9,0.4,ml,5,196.82,0.148,0.1214,nn,nn00543978,2016-05-13T14:29:40.210Z,"39km N of Cold Springs, Nevada",earthquake,,5,0.03,2,reviewed,nn,nn
2016-05-13T13:18:27.000Z,60.1853,-141.3404,0,1.7,ml,,,,0.79,ak,ak13569637,2016-05-13T14:27:19.743Z,"62km ENE of Cape Yakataga, Alaska",earthquake,0.4,0.3,,,automatic,ak,ak
2016-05-13T12:57:29.310Z,-25.5298,179.3374,532.21,5.2,mb,,33,4.427,1,us,us10005h3z,2016-05-13T13:18:52.541Z,"South of the Fiji Islands",earthquake,9.1,5.6,0.028,431,reviewed,us,us
2016-05-13T12:49:11.760Z,33.3535,-116.3613333,10.63,0.94,ml,45,99,0.02714,0.19,ci,ci37566536,2016-05-13T15:47:39.730Z,"11km N of Borrego Springs, CA",earthquake,0.23,0.37,0.176,26,reviewed,ci,ci
2016-05-13T12:37:39.534Z,36.4799,-113.993,6.1,1.2,ml,8,202.7,0.672,0.2563,nn,nn00543973,2016-05-13T14:22:27.095Z,"34km SSE of Bunkerville, Nevada",earthquake,,7.3,0.34,5,reviewed,nn,nn
2016-05-13T12:34:41.000Z,63.329,-150.3953,69.1,1.6,ml,,,,0.56,ak,ak13568924,2016-05-13T13:46:06.776Z,"72km W of Cantwell, Alaska",earthquake,2.1,4.6,,,automatic,ak,ak
2016-05-13T12:28:41.430Z,19.3816662,-155.0966644,3.34,2.28,ml,30,132,0.005207,0.18,hv,hv61259886,2016-05-13T12:34:22.470Z,"14km S of Fern Acres, Hawaii",earthquake,0.54,0.23,0.03,3,automatic,hv,hv
2016-05-13T12:14:23.700Z,36.4073333,-89.518,7.86,2.19,md,32,51,0.04837,0.13,nm,nm60116382,2016-05-13T14:21:17.223Z,"5km NW of Tiptonville, Tennessee",earthquake,0.29,0.45,0.153,23,reviewed,nm,nm
2016-05-13T12:13:58.030Z,1.7886,127.4927,106.41,4.5,mb,,145,1.017,0.64,us,us10005h3r,2016-05-13T12:55:10.576Z,"57km W of Tobelo, Indonesia",earthquake,9.9,7,0.082,44,reviewed,us,us
2016-05-13T12:13:46.000Z,63.1192,-151.6504,0,1.1,ml,,,,0.72,ak,ak13568923,2016-05-13T12:59:47.612Z,"118km NW of Talkeetna, Alaska",earthquake,0.5,0.5,,,automatic,ak,ak
2016-05-13T12:09:43.280Z,45.333,-121.7221667,4.4,1.05,ml,7,122,0.008761,0.2,uw,uw61138087,2016-05-13T16:42:37.670Z,"20km E of Mount Hood Village, Oregon",earthquake,0.6,0.81,0.025,4,reviewed,uw,uw
2016-05-13T12:05:34.640Z,45.339,-121.6951667,5.84,0.72,ml,6,117,0.01121,0.07,uw,uw61138082,2016-05-13T16:37:05.242Z,"22km E of Mount Hood Village, Oregon",earthquake,0.37,0.52,0.05,4,reviewed,uw,uw
2016-05-13T11:37:42.000Z,59.9087,-147.8231,5.9,2.1,ml,,,,0.7,ak,ak13568920,2016-05-13T12:15:31.677Z,"92km ESE of Seward, Alaska",earthquake,0.7,0.3,,,automatic,ak,ak
2016-05-13T11:32:11.027Z,40.6578,-119.4539,9.6,2.6,ml,21,92.48,0.719,0.2098,nn,nn00543972,2016-05-13T14:26:45.087Z,"10km NW of Gerlach-Empire, Nevada",earthquake,,2.6,0.21,15,reviewed,nn,nn
2016-05-13T11:20:52.390Z,33.222,-116.7326667,12.27,0.53,ml,31,79,0.02594,0.13,ci,ci37566496,2016-05-13T15:33:41.267Z,"4km SE of Lake Henshaw, CA",earthquake,0.2,0.44,0.171,8,reviewed,ci,ci
2016-05-13T11:13:39.500Z,18.8775,-64.947,24,1.9,Md,3,302.4,0.5228195,0.17,pr,pr16134005,2016-05-13T16:18:39.088Z,"59km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2,13.8,0,3,reviewed,pr,pr
2016-05-13T11:06:09.140Z,38.7868347,-122.7721634,1.11,0.98,md,12,103,0.01385,0.02,nc,nc72635135,2016-05-13T11:54:01.771Z,"1km NW of The Geysers, California",earthquake,0.27,0.62,0.02,3,automatic,nc,nc
2016-05-13T10:59:40.050Z,19.3786659,-155.2324982,33,2.56,ml,61,46,0.009183,0.24,hv,hv61259856,2016-05-13T11:05:44.146Z,"5km S of Volcano, Hawaii",earthquake,0.44,0.45,0.52,15,automatic,hv,hv
2016-05-13T10:56:27.000Z,60.2688,-141.7564,15.1,0.9,ml,,,,0.27,ak,ak13568915,2016-05-13T11:34:58.525Z,"43km ENE of Cape Yakataga, Alaska",earthquake,1.5,0.4,,,automatic,ak,ak
2016-05-13T10:55:49.480Z,38.7596664,-122.7323303,1.9,1.22,md,17,131,0.01179,0.04,nc,nc72635130,2016-05-13T11:28:02.712Z,"2km SE of The Geysers, California",earthquake,0.26,0.47,0.09,5,automatic,nc,nc
2016-05-13T10:52:47.000Z,61.3042,-147.6617,15.5,1.6,ml,,,,0.78,ak,ak13568901,2016-05-13T11:35:00.179Z,"73km WNW of Valdez, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-05-13T10:52:45.000Z,59.7548,-153.2007,102,2.3,ml,,,,0.53,ak,ak13568900,2016-05-13T11:34:57.704Z,"76km W of Anchor Point, Alaska",earthquake,0.6,0.6,,,automatic,ak,ak
2016-05-13T10:51:48.000Z,18.7926,-64.9014,7,2.9,Md,9,262.8,0.44017449,0.28,pr,pr16134004,2016-05-13T12:43:22.434Z,"49km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.4,1.5,0,8,reviewed,pr,pr
2016-05-13T10:48:50.000Z,63.0402,-149.3237,0,1.2,ml,,,,1.07,ak,ak13568898,2016-05-13T11:34:59.139Z,"43km SSW of Cantwell, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-05-13T10:42:36.770Z,40.6376,-119.4545,6.9,1.9,ml,6,81.54,0.713,0.1143,nn,nn00543970,2016-05-13T15:47:46.055Z,"8km NW of Gerlach-Empire, Nevada",earthquake,,2.5,0.13,3,reviewed,nn,nn
2016-05-13T10:38:30.000Z,61.2718,-151.1753,50.9,1.5,ml,,,,0.79,ak,ak13568897,2016-05-13T11:35:01.761Z,"65km N of Nikiski, Alaska",earthquake,0.3,0.7,,,automatic,ak,ak
2016-05-13T10:29:16.000Z,59.6591,-153.3636,112.9,1.7,ml,,,,0.92,ak,ak13568893,2016-05-13T11:35:00.924Z,"87km W of Anchor Point, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
