time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-08T05:25:47.690Z,38.8378334,-122.8408356,1.98,1.34,md,18,81,0.004245,0.03,nc,nc72632360,2016-05-08T05:55:02.671Z,"9km NW of The Geysers, California",earthquake,0.24,0.49,0.04,6,automatic,nc,nc
2016-05-08T05:11:55.240Z,40.7217,-119.4688,4.1,1,ml,5,281.35,0.753,,nn,nn00543334,2016-05-08T05:13:15.749Z,"17km NNW of Gerlach-Empire, Nevada",earthquake,,,,,automatic,nn,nn
2016-05-08T05:11:34.290Z,19.1490002,-155.5995026,0.6,1.87,md,40,114,0.07798,0.28,hv,hv61254296,2016-05-08T05:14:55.570Z,"14km WSW of Pahala, Hawaii",earthquake,0.42,0.23,0.14,6,automatic,hv,hv
2016-05-08T05:08:58.000Z,62.2421,-149.1453,45.2,1.4,ml,,,,0.37,ak,ak13531033,2016-05-08T05:52:12.331Z,"37km ENE of Y, Alaska",earthquake,0.7,1.6,,,automatic,ak,ak
2016-05-08T05:04:00.330Z,38.815834,-122.8156662,1.85,0.89,md,13,93,0.008723,0.03,nc,nc72632355,2016-05-08T05:43:02.649Z,"6km NW of The Geysers, California",earthquake,0.31,0.67,0.01,3,automatic,nc,nc
2016-05-08T05:01:57.000Z,62.1515,-152.0832,103,2.7,ml,,,,0.54,ak,ak13531025,2016-05-08T05:52:08.616Z,"104km W of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-05-08T05:00:12.350Z,38.8096657,-122.742836,2.44,0.52,md,10,99,0.009899,0.02,nc,nc72632350,2016-05-08T05:31:03.626Z,"2km SW of Cobb, California",earthquake,0.32,0.87,0.07,4,automatic,nc,nc
2016-05-08T04:58:55.940Z,38.786335,-122.7369995,1.63,0.82,md,10,61,0.003101,0.02,nc,nc72632345,2016-05-08T05:47:02.654Z,"1km ENE of The Geysers, California",earthquake,0.31,0.66,0.1,4,automatic,nc,nc
2016-05-08T04:51:51.810Z,36.0003319,-120.5626678,2.16,0.52,md,9,131,0.02299,0.05,nc,nc72632340,2016-05-08T05:21:04.754Z,"23km SW of Coalinga, California",earthquake,0.44,1,0.2,2,automatic,nc,nc
2016-05-08T04:51:21.200Z,33.3191667,-116.3283333,8.61,0.69,ml,21,120,0.0901,0.21,ci,ci37561488,2016-05-08T04:55:59.389Z,"8km NNE of Borrego Springs, CA",earthquake,0.6,1.2,0.113,14,automatic,ci,ci
2016-05-08T04:42:32.480Z,36.711,-116.2938,10.6,0.5,ml,15,88.64,0.058,,nn,nn00543333,2016-05-08T04:44:00.713Z,"46km ESE of Beatty, Nevada",earthquake,,,,,automatic,nn,nn
2016-05-08T04:41:34.820Z,49.4135,-122.215,4.186,2.67,ml,14,179,0.3947,0.26,uw,uw61135447,2016-05-08T05:02:53.465Z,"31km NNE of Mission, Canada",earthquake,1.16,2.72,0.19,25,reviewed,uw,uw
2016-05-08T04:37:55.590Z,36.8518,-116.2318,11.1,0.1,ml,9,164.26,0.088,,nn,nn00543332,2016-05-08T04:39:03.728Z,"47km E of Beatty, Nevada",earthquake,,,,,automatic,nn,nn
2016-05-08T04:33:17.000Z,63.6411,-148.227,84.5,1.4,ml,,,,0.63,ak,ak13531022,2016-05-08T04:54:33.716Z,"43km ESE of Healy, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-05-08T04:22:17.000Z,61.6504,-151.254,0,1.4,ml,,,,0.52,ak,ak13531021,2016-05-08T04:54:37.987Z,"65km W of Willow, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-05-08T04:14:13.200Z,38.8103333,-122.7425003,2.38,0.95,md,13,60,0.009215,0.02,nc,nc72632335,2016-05-08T04:44:02.515Z,"2km SW of Cobb, California",earthquake,0.29,0.74,0.23,6,automatic,nc,nc
2016-05-08T04:10:23.000Z,59.8451,-152.9806,95.8,3.2,ml,,,,0.7,ak,ak13531009,2016-05-08T04:55:45.106Z,"64km W of Anchor Point, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-05-08T04:10:07.370Z,33.4771667,-116.738,10.42,0.71,ml,32,44,0.06103,0.2,ci,ci37561480,2016-05-08T04:15:12.941Z,"10km SW of Anza, CA",earthquake,0.27,0.58,0.152,23,automatic,ci,ci
2016-05-08T04:09:05.000Z,60.6301,-151.2395,53.9,1.4,ml,,,,0.49,ak,ak13531006,2016-05-08T04:54:24.459Z,"7km SSE of Nikiski, Alaska",earthquake,0.4,1.5,,,automatic,ak,ak
2016-05-08T04:05:59.000Z,63.0728,-150.5218,14.6,1.5,ml,,,,0.77,ak,ak13531004,2016-05-08T04:54:21.104Z,"86km NNW of Talkeetna, Alaska",earthquake,0.4,0.3,,,automatic,ak,ak
2016-05-08T04:03:39.490Z,19.4009991,-155.2920074,1.52,2.01,md,9,171,0.0111,0.04,hv,hv61254266,2016-05-08T04:06:30.420Z,"6km WSW of Volcano, Hawaii",earthquake,0.44,0.54,,4,automatic,hv,hv
2016-05-08T04:03:38.910Z,19.3904991,-155.2825012,2.15,1.81,md,23,43,0.004016,0.16,hv,hv61254271,2016-05-08T04:06:46.080Z,"6km SW of Volcano, Hawaii",earthquake,0.17,0.15,0.24,14,automatic,hv,hv
2016-05-08T04:03:25.370Z,33.5261667,-116.488,14.35,0.28,ml,17,110,0.04761,0.18,ci,ci37561464,2016-05-08T04:08:15.667Z,"18km E of Anza, CA",earthquake,0.7,0.57,0.104,7,automatic,ci,ci
2016-05-08T03:54:54.000Z,61.3798,-150.6617,44.4,3,ml,,,,0.74,ak,ak13530994,2016-05-08T04:25:57.826Z,"40km WSW of Big Lake, Alaska",earthquake,0.2,0.8,,,automatic,ak,ak
2016-05-08T03:34:10.200Z,18.545,-66.6696,13,3,Md,15,198,0.21290072,0.2,pr,pr16129002,2016-05-08T03:55:10.707Z,"9km NNE of Arecibo, Puerto Rico",earthquake,0.6,0.7,0,11,reviewed,pr,pr
2016-05-08T03:07:38.150Z,38.8123322,-122.8190002,2.54,1.22,md,21,93,0.008671,0.02,nc,nc72632330,2016-05-08T04:14:02.450Z,"6km NW of The Geysers, California",earthquake,0.24,0.47,0.09,5,automatic,nc,nc
2016-05-08T03:00:13.070Z,34.3013333,-116.8675,2.6,1.72,ml,62,38,0.05716,0.17,ci,ci37561456,2016-05-08T03:05:51.284Z,"5km NNW of Big Bear City, CA",earthquake,0.15,0.54,0.201,26,automatic,ci,ci
2016-05-08T02:53:50.000Z,59.7932,-153.363,129.7,2.5,ml,,,,0.44,ak,ak13530579,2016-05-08T03:29:16.512Z,"84km SSW of Redoubt Volcano, Alaska",earthquake,0.9,0.8,,,automatic,ak,ak
2016-05-08T02:46:33.000Z,24.0049,121.0059,10,4.5,mb,,81,0.221,0.61,us,us10005ft6,2016-05-08T03:35:31.334Z,"5km NE of Buli, Taiwan",earthquake,2.3,1.9,0.111,28,reviewed,us,us
2016-05-08T02:35:40.160Z,37.6656685,-118.8446655,2.19,1.59,md,20,135,0.02685,0.05,nc,nc72632320,2016-05-08T03:21:04.346Z,"11km E of Mammoth Lakes, California",earthquake,0.36,0.6,0.19,19,automatic,nc,nc
2016-05-08T02:27:55.000Z,61.1332,-147.0068,0,1.8,ml,,,,0.95,ak,ak13530578,2016-05-08T03:01:26.159Z,"35km W of Valdez, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
