time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-08T01:45:05.450Z,33.197834,-118.0218353,-0.13,3.18,ml,100,115,0.3871,0.4,ci,ci37546656,2016-04-08T01:52:55.778Z,"33km ESE of Avalon, California",earthquake,0.37,1.18,0.198,23,automatic,ci,ci
2016-04-08T01:40:39.100Z,33.4433333,-116.5583333,10.18,0.4,ml,18,118,0.063,0.12,ci,ci37546648,2016-04-08T01:45:12.388Z,"16km SE of Anza, CA",earthquake,0.31,0.54,0.153,16,automatic,ci,ci
2016-04-08T01:26:56.740Z,33.4966667,-116.4941667,10.87,0.17,ml,13,199,0.06803,0.13,ci,ci37546640,2016-04-08T01:31:48.087Z,"18km ESE of Anza, CA",earthquake,0.87,0.71,0.124,5,automatic,ci,ci
2016-04-08T01:24:10.870Z,33.476,-116.4955,14.41,0.31,ml,21,76,0.07508,0.25,ci,ci37546632,2016-04-08T01:28:58.009Z,"19km ESE of Anza, CA",earthquake,0.53,0.87,0.148,6,automatic,ci,ci
2016-04-08T01:21:27.110Z,33.6735,-117.3823333,14.24,0.65,ml,20,86,0.04385,0.27,ci,ci37546624,2016-04-08T01:26:27.771Z,"5km W of Lake Elsinore, CA",earthquake,0.6,0.84,0.101,10,automatic,ci,ci
2016-04-08T00:56:33.270Z,38.0308333,-118.845,9.93,1.28,md,24,135,0.06201,0.05,nc,nc72619165,2016-04-08T01:48:06.023Z,"42km SE of Bridgeport, California",earthquake,0.33,0.44,0.206,19,reviewed,nc,nc
2016-04-08T00:43:35.000Z,64.9927,-147.3299,0,1.6,ml,,,,0.65,ak,ak13402598,2016-04-08T01:22:50.664Z,"23km NNE of Badger, Alaska",earthquake,0.2,0.5,,,automatic,ak,ak
2016-04-08T00:40:08.050Z,38.5133324,-122.293663,5.45,2.49,md,33,52,0.1662,0.23,nc,nc72619160,2016-04-08T01:32:05.989Z,"13km NNE of Yountville, California",earthquake,0.39,1.96,0.16,30,automatic,nc,nc
2016-04-08T00:24:11.990Z,36.4496,71.0145,99.07,4.3,mb,,108,0.761,1.07,us,us20005g97,2016-04-08T00:43:06.513Z,"48km SSE of Jarm, Afghanistan",earthquake,5.6,6.5,0.119,20,reviewed,us,us
2016-04-08T00:07:58.090Z,37.6363335,-119.399498,3.87,1.72,md,11,142,0.2539,0.02,nc,nc72619150,2016-04-08T01:11:24.388Z,"20km SE of Yosemite Valley, California",earthquake,0.39,7.45,0.21,6,automatic,nc,nc
2016-04-08T00:07:26.820Z,38.7999992,-122.7666702,-0.79,0.28,md,7,134,0.01795,0.16,nc,nc72619140,2016-04-08T01:13:05.933Z,"2km NNW of The Geysers, California",earthquake,0.68,8.05,0.21,2,automatic,nc,nc
2016-04-07T23:59:53.870Z,35.6672,-97.176,5,2.5,mb_lg,,27,0.017,0.65,us,us20005g91,2016-04-08T00:34:15.483Z,"1km ENE of Luther, Oklahoma",earthquake,0.6,1.8,0.102,25,reviewed,us,us
2016-04-07T23:49:57.230Z,32.6848333,-115.7363333,9.37,1.51,ml,18,96,0.03639,0.2,ci,ci37546616,2016-04-08T00:03:47.713Z,"18km NW of Progreso, B.C., MX",earthquake,0.35,0.47,0.217,26,reviewed,ci,ci
2016-04-07T23:49:47.980Z,38.1288338,-122.2811661,4.28,1.41,md,5,111,0.008661,0.01,nc,nc72619125,2016-04-08T00:14:05.716Z,"3km NW of Vallejo, California",earthquake,0.45,0.76,0.17,3,automatic,nc,nc
2016-04-07T23:24:51.000Z,64.1557,-148.0255,11.2,1,ml,,,,0.18,ak,ak13400537,2016-04-08T00:09:17.240Z,"56km NE of Healy, Alaska",earthquake,0.8,2.1,,,automatic,ak,ak
2016-04-07T23:23:07.770Z,38.8185005,-122.8040009,2.47,1.53,md,30,57,0.006811,0.03,nc,nc72619120,2016-04-08T01:57:07.041Z,"6km NW of The Geysers, California",earthquake,0.2,0.37,0.17,11,automatic,nc,nc
2016-04-07T22:58:11.000Z,51.6077,-175.1207,25.6,2,ml,,,,0.65,ak,ak13398472,2016-04-08T00:09:43.434Z,"91km SW of Atka, Alaska",earthquake,7.4,5.8,,,reviewed,ak,ak
2016-04-07T22:39:15.880Z,33.0586667,-114.9828333,-0.12,1.62,ml,12,65,0.0863,0.24,ci,ci37546552,2016-04-07T23:40:53.062Z,"46km NE of Holtville, CA",quarry blast,0.64,31.61,0.079,10,reviewed,ci,ci
2016-04-07T22:36:16.558Z,38.3542,-118.5578,7.2,0.2,ml,6,180.09,0.111,0.0813,nn,nn00539697,2016-04-07T22:47:18.182Z,"19km SSE of Hawthorne, Nevada",earthquake,,4.5,0.24,2,reviewed,nn,nn
2016-04-07T22:35:35.980Z,33.8296667,-117.1706667,-0.5,1.12,ml,31,50,0.04298,0.17,ci,ci37546544,2016-04-07T23:38:33.719Z,"4km NW of Nuevo, CA",quarry blast,0.33,31.61,0.171,5,reviewed,ci,ci
2016-04-07T22:33:43.680Z,37.6103333,-118.8646667,0.9,-0.09,md,10,147,0.00875,0.03,nc,nc72619105,2016-04-08T01:35:36.420Z,"10km ESE of Mammoth Lakes, California",earthquake,0.58,0.71,0.131,8,reviewed,nc,nc
2016-04-07T22:29:01.770Z,19.3789997,-155.5469971,5.88,1.87,md,17,98,0.03286,0.36,hv,hv61225131,2016-04-07T22:32:06.040Z,"20km NNW of Pahala, Hawaii",earthquake,0.81,1.82,0.15,5,automatic,hv,hv
2016-04-07T22:27:50.000Z,63.2732,-151.3229,0,1.3,ml,,,,0.64,ak,ak13398461,2016-04-07T22:54:34.244Z,"119km W of Cantwell, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-04-07T22:27:30.720Z,35.6874,-97.1755,5,4,mb_lg,,23,0.034,0.46,us,us20005g8q,2016-04-08T00:32:42.050Z,"3km NNE of Luther, Oklahoma",earthquake,2.9,2,0.048,115,reviewed,us,us
2016-04-07T22:22:14.915Z,38.3571,-118.5786,8.3,1.3,ml,11,116.55,0.121,0.1807,nn,nn00539694,2016-04-07T22:37:58.882Z,"19km SSE of Hawthorne, Nevada",earthquake,,3.1,0.27,4,reviewed,nn,nn
2016-04-07T22:12:55.000Z,64.0119,-148.8556,0,1.5,ml,,,,0.75,ak,ak13398427,2016-04-07T22:54:33.668Z,"18km NNE of Healy, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-04-07T22:09:43.570Z,38.7963333,-122.765831,0.9,0.77,md,7,159,0.01754,0.03,nc,nc72619095,2016-04-08T00:41:05.988Z,"2km NNW of The Geysers, California",earthquake,0.56,1.63,0.21,2,automatic,nc,nc
2016-04-07T22:00:19.000Z,59.7417,-153.1069,98.3,2.1,ml,,,,0.85,ak,ak13396401,2016-04-07T22:28:13.399Z,"71km W of Anchor Point, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-04-07T21:54:08.987Z,38.3528,-118.5654,7.9,0.5,ml,5,182.45,0.112,0.0597,nn,nn00539689,2016-04-07T22:06:53.037Z,"19km SSE of Hawthorne, Nevada",earthquake,,7.4,0.19,2,reviewed,nn,nn
2016-04-07T21:46:38.000Z,52.3738,178.59,83.7,3,ml,,,,0.92,us,us20005g8z,2016-04-08T00:19:17.627Z,"47km N of Little Sitkin Island, Alaska",earthquake,15.4,10.1,,,reviewed,ak,ak
2016-04-07T21:42:42.630Z,33.3563333,-116.3473333,12.35,0.85,ml,35,121,0.03386,0.18,ci,ci37546496,2016-04-07T23:56:55.337Z,"12km NNE of Borrego Springs, CA",earthquake,0.26,0.56,0.123,22,reviewed,ci,ci
2016-04-07T21:39:48.470Z,38.742,-122.6896667,1.28,0.8,md,11,223,0.008656,0.05,nc,nc72619075,2016-04-08T01:53:42.214Z,"6km W of Middletown, California",earthquake,0.79,0.74,0.597,2,reviewed,nc,nc
2016-04-07T21:38:51.560Z,-17.3406,-178.4976,331.94,4.5,mb,,126,3.315,0.86,us,us20005g81,2016-04-07T22:10:42.587Z,"247km ESE of Lambasa, Fiji",earthquake,13.6,2.6,0.041,170,reviewed,us,us
2016-04-07T21:35:45.000Z,63.0478,-151.5462,0,1.4,ml,,,,0.42,ak,ak13396379,2016-04-07T22:28:12.419Z,"109km NW of Talkeetna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-04-07T21:27:52.770Z,39.8006667,-120.3886667,-2.04,1.06,md,7,135,0.04788,0.05,nc,nc72619070,2016-04-08T01:34:34.943Z,"6km E of Portola, California",quarry blast,0.52,31.61,0.197,6,reviewed,nc,nc
