time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-06T00:28:02.000Z,61.4485,-140.8778,0,1.5,ml,,,,0.45,ak,ak13519043,2016-05-06T01:11:55.983Z,"175km NNE of Cape Yakataga, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-05-06T00:17:27.395Z,40.6223,-119.4867,9.5,1.8,ml,7,184.71,0.726,0.1583,nn,nn00543050,2016-05-06T01:05:25.600Z,"10km WNW of Gerlach-Empire, Nevada",earthquake,4.15,5.3,0.11,5,reviewed,nn,nn
2016-05-06T00:16:22.303Z,40.6282,-119.5014,6.5,1.8,ml,6,183.62,0.727,0.192,nn,nn00543038,2016-05-06T01:05:18.377Z,"11km WNW of Gerlach-Empire, Nevada",earthquake,3.54,5.6,0.14,5,reviewed,nn,nn
2016-05-06T00:16:03.350Z,-19.4504,168.7436,78.48,4.7,mb,,80,1.933,1.24,us,us10005e6s,2016-05-06T00:37:56.738Z,"56km WNW of Isangel, Vanuatu",earthquake,7.5,6.5,0.081,46,reviewed,us,us
2016-05-06T00:14:35.444Z,40.6024,-119.4589,14.4,1.8,ml,7,151.4,0.715,0.1823,nn,nn00543037,2016-05-06T00:31:47.680Z,"7km WNW of Gerlach-Empire, Nevada",earthquake,,2.2,0.29,6,reviewed,nn,nn
2016-05-06T00:07:50.884Z,40.6318,-119.4467,0.1,2,ml,6,152.89,0.746,0.2063,nn,nn00543034,2016-05-06T01:04:19.274Z,"8km NW of Gerlach-Empire, Nevada",earthquake,4.89,6.6,0.11,3,reviewed,nn,nn
2016-05-06T00:06:22.897Z,40.6408,-119.4515,0,1.3,ml,4,187.7,0.753,0.1939,nn,nn00543032,2016-05-06T01:04:00.424Z,"9km NW of Gerlach-Empire, Nevada",earthquake,6.64,,0,1,reviewed,nn,nn
2016-05-06T00:04:25.683Z,40.6238,-119.4669,0,1.4,ml,7,201.97,0.732,0.18,nn,nn00543030,2016-05-06T01:05:10.242Z,"8km WNW of Gerlach-Empire, Nevada",earthquake,4.69,,0.1,4,reviewed,nn,nn
2016-05-06T00:02:50.170Z,35.8634,-97.3934,5,2.5,mb_lg,,29,0.083,0.39,us,us10005e6p,2016-05-06T00:30:36.773Z,"3km ESE of Guthrie, Oklahoma",earthquake,1.2,2,0.1,26,reviewed,us,us
2016-05-05T23:50:05.850Z,-2.0861,118.7766,35,4.3,mb,,129,3.067,0.63,us,us10005e6n,2016-05-06T00:47:53.572Z,"46km W of Babana, Indonesia",earthquake,5,2,0.125,18,reviewed,us,us
2016-05-05T23:44:56.641Z,41.8519,-119.6352,8.7,2.2,ml,5,122.4,0.157,0.1175,nn,nn00543026,2016-05-06T01:03:53.396Z,"69km ESE of Lakeview, Oregon",earthquake,4.59,5.3,0.47,5,reviewed,nn,nn
2016-05-05T23:44:36.210Z,-34.009,-177.991,10,4.5,mb,,107,4.65,1.25,us,us10005e6m,2016-05-06T00:11:17.062Z,"298km SSE of L'Esperance Rock, New Zealand",earthquake,10.5,2,0.111,24,reviewed,us,us
2016-05-05T23:42:06.336Z,40.615,-119.4802,0,1.2,ml,4,313.21,0.72,0.2631,nn,nn00543046,2016-05-06T01:05:02.014Z,"9km WNW of Gerlach-Empire, Nevada",earthquake,7.85,,0.04,2,reviewed,nn,nn
2016-05-05T23:36:46.120Z,45.7008333,-122.3955,-0.61,1.24,ml,8,166,0.2323,0.15,uw,uw61134717,2016-05-06T00:43:12.970Z,"7km N of Fern Prairie, Washington",explosion,0.68,31.61,0.1,13,reviewed,uw,uw
2016-05-05T23:33:25.000Z,40.6411,-119.4499,10.3,1.1,ml,4,314.78,0.753,0.2276,nn,nn00543045,2016-05-06T01:04:54.797Z,"8km NW of Gerlach-Empire, Nevada",earthquake,8.33,4.6,0.01,2,reviewed,nn,nn
2016-05-05T23:27:56.589Z,40.6333,-119.4867,0,1.1,ml,4,313.9,0.736,0.2582,nn,nn00543044,2016-05-06T01:04:47.033Z,"10km WNW of Gerlach-Empire, Nevada",earthquake,10.97,,0.13,2,reviewed,nn,nn
2016-05-05T23:20:43.561Z,40.6036,-119.4921,0,1.3,ml,4,312.53,0.707,0.2696,nn,nn00543043,2016-05-06T01:04:40.020Z,"9km WNW of Gerlach-Empire, Nevada",earthquake,6.71,,0.08,3,reviewed,nn,nn
2016-05-05T23:18:27.606Z,40.6502,-119.4894,7.4,1.8,ml,4,314.57,0.751,0.1941,nn,nn00543042,2016-05-06T01:04:33.163Z,"12km NW of Gerlach-Empire, Nevada",earthquake,8.12,6.1,0,1,reviewed,nn,nn
2016-05-05T23:17:28.662Z,40.6459,-119.4578,0,2.5,ml,10,123.35,0.756,0.2137,nn,nn00543019,2016-05-06T01:03:46.287Z,"9km NW of Gerlach-Empire, Nevada",earthquake,5.71,,0.05,7,reviewed,nn,nn
2016-05-05T23:14:10.523Z,40.6327,-119.4501,3.7,,,4,314.44,0.746,0.1572,nn,nn00543040,2016-05-06T01:04:26.379Z,"8km NW of Gerlach-Empire, Nevada",earthquake,10.77,20.7,,,reviewed,nn,nn
2016-05-05T23:11:45.008Z,40.6519,-119.5093,0,3.5,ml,18,67.12,0.677,0.1686,nn,nn00543016,2016-05-06T01:04:09.338Z,"12km WNW of Gerlach-Empire, Nevada",earthquake,3.38,,0.22,10,reviewed,nn,nn
2016-05-05T23:09:05.890Z,33.3136667,-115.6921667,4.96,1.39,ml,35,87,0.05189,0.24,ci,ci37560312,2016-05-06T00:19:24.140Z,"6km SE of Bombay Beach, CA",earthquake,0.34,0.76,0.101,37,reviewed,ci,ci
2016-05-05T23:06:59.910Z,38.8120003,-122.7874985,2.02,0.83,md,11,93,0.005469,0.02,nc,nc72631335,2016-05-05T23:08:41.854Z,"4km NW of The Geysers, California",earthquake,0.5,0.8,0.05,4,automatic,nc,nc
2016-05-05T23:04:20.260Z,45.5066,142.5861,310.31,4.2,mb,,95,1.387,0.72,us,us10005e6h,2016-05-05T23:57:34.725Z,"61km ENE of Makubetsu, Japan",earthquake,5.8,6.7,0.041,161,reviewed,us,us
2016-05-05T22:35:41.020Z,36.1061668,-120.2333298,1.26,1.6,md,7,229,0.1099,0.07,nc,nc72631290,2016-05-06T01:35:01.883Z,"12km ESE of Coalinga, California",earthquake,1.54,6.74,0.07,4,automatic,nc,nc
2016-05-05T22:34:06.700Z,18.6672,-64.3292,57,2,Md,4,342,0.53629422,0.18,pr,pr16126016,2016-05-05T23:40:04.523Z,"41km NE of Road Town, British Virgin Islands",earthquake,7.3,3.2,0,3,reviewed,pr,pr
2016-05-05T22:34:02.770Z,49.8071,156.0394,56.71,4.7,mb,,162,3.464,0.72,us,us10005e68,2016-05-05T23:00:33.599Z,"97km S of Severo-Kuril'sk, Russia",earthquake,11.1,8.6,0.053,107,reviewed,us,us
2016-05-05T22:27:06.360Z,18.6274,-107.1585,10,5.6,mwp,,182,5.664,1.24,us,us10005e62,2016-05-06T00:33:31.225Z,"247km SW of Tomatlan, Mexico",earthquake,9.6,1.9,0.033,124,reviewed,us,us
2016-05-05T22:23:14.030Z,36.0633333,-118.0021667,3.36,0.78,ml,15,116,0.1062,0.11,ci,ci37560296,2016-05-05T23:31:50.677Z,"5km WNW of Coso Junction, CA",earthquake,0.3,0.82,0.293,5,reviewed,ci,ci
2016-05-05T21:57:47.090Z,33.3303333,-117.1533333,-0.64,1.24,ml,36,113,0.1174,0.21,ci,ci37560280,2016-05-05T23:24:51.703Z,"8km WSW of Pala, CA",quarry blast,0.44,31.61,0.229,26,reviewed,ci,ci
2016-05-05T21:57:03.660Z,38.3753333,-122.4155,9.39,2.34,md,82,77,0.04516,0.14,nc,nc72631265,2016-05-06T00:48:04.053Z,"5km WSW of Yountville, California",earthquake,0.19,0.36,0.135,54,reviewed,nc,nc
2016-05-05T21:53:29.230Z,-7.0023,130.4834,110.96,4.3,mb,,57,1.265,0.96,us,us10005e5w,2016-05-05T22:19:30.130Z,"139km NW of Saumlaki, Indonesia",earthquake,8.1,7.9,0.096,31,reviewed,us,us
2016-05-05T21:31:17.200Z,34.6171667,-116.6285,5.58,1.66,ml,32,48,0.02683,0.14,ci,ci37560264,2016-05-06T00:16:32.659Z,"37km ENE of Lucerne Valley, CA",earthquake,0.19,0.34,0.164,65,reviewed,ci,ci
2016-05-05T21:20:36.320Z,37.5656662,-118.8290024,3.98,1.66,md,21,131,0.02432,0.03,nc,nc72631230,2016-05-06T00:02:03.125Z,"15km SE of Mammoth Lakes, California",earthquake,0.25,0.5,0.2,18,automatic,nc,nc
2016-05-05T21:10:41.400Z,37.387,-119.046,10.33,1,md,22,160,0.107,0.03,nc,nc72631225,2016-05-06T01:03:39.018Z,"28km SSW of Mammoth Lakes, California",earthquake,0.38,1.88,0.155,16,reviewed,nc,nc
2016-05-05T20:39:28.000Z,64.8258,-149.715,12,0.9,ml,,,,0.55,ak,ak13518135,2016-05-05T21:24:09.695Z,"39km NW of North Nenana, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-05-05T20:39:15.950Z,1.4513,126.4871,35.53,5.1,mb,,33,1.108,1.03,us,us10005e5j,2016-05-05T22:42:47.447Z,"122km NW of Kota Ternate, Indonesia",earthquake,6.8,5.3,0.045,158,reviewed,us,us
2016-05-05T20:26:30.680Z,38.1161667,-122.1746667,-0.07,1.23,md,9,125,0.02114,0.11,nc,nc72631205,2016-05-06T00:25:03.816Z,"0km SW of Quarry near Vallejo, CA",quarry blast,0.51,31.61,0.161,8,reviewed,nc,nc
2016-05-05T20:18:54.860Z,33.3068333,-116.3195,11.16,0.76,ml,24,211,0.04455,0.18,ci,ci37560232,2016-05-05T20:55:11.451Z,"8km NE of Borrego Springs, CA",earthquake,0.49,0.67,0.212,8,reviewed,ci,ci
2016-05-05T20:17:45.000Z,61.6658,-147.2691,53.2,1.3,ml,,,,0.89,ak,ak13518133,2016-05-05T20:57:32.787Z,"77km NW of Valdez, Alaska",earthquake,0.6,0.7,,,automatic,ak,ak
2016-05-05T20:16:05.050Z,38.8084984,-122.7825012,0.35,0.75,md,8,100,0.004961,0.02,nc,nc72631190,2016-05-05T21:47:03.672Z,"4km NNW of The Geysers, California",earthquake,0.88,0.59,0.16,2,automatic,nc,nc
2016-05-05T19:55:11.610Z,46.196,-122.1911667,1.49,0.57,md,8,134,0.004229,0.07,uw,uw61134652,2016-05-05T20:30:19.290Z,"37km NNE of Amboy, Washington",earthquake,0.54,0.45,0.048,4,reviewed,uw,uw
2016-05-05T19:52:45.000Z,63.1112,-149.3869,76.7,1.7,ml,,,,0.67,ak,ak13518130,2016-05-05T20:29:10.529Z,"38km SW of Cantwell, Alaska",earthquake,0.3,0.5,,,automatic,ak,ak
2016-05-05T19:52:24.420Z,34.3416667,-116.8823333,-1.41,1.5,ml,47,61,0.04584,0.2,ci,ci37560208,2016-05-05T20:10:46.594Z,"10km NNW of Big Bear City, CA",quarry blast,0.28,31.61,0.15,39,reviewed,ci,ci
2016-05-05T19:40:01.060Z,45.04,-111.8608333,2.51,2.28,ml,35,49,0.231,0.16,mb,mb80143989,2016-05-05T20:58:37.970Z,"28km SSE of Virginia City, Montana",earthquake,0.28,1.2,0.196,18,reviewed,mb,mb
2016-05-05T19:36:52.940Z,45.0423333,-111.8598333,8.88,1.76,ml,22,51,0.23,0.13,mb,mb80143984,2016-05-05T21:06:31.540Z,"28km SSE of Virginia City, Montana",earthquake,0.3,0.7,0.214,10,reviewed,mb,mb
2016-05-05T19:30:37.900Z,46.1931667,-122.1888333,-1.23,0.36,ml,10,91,0.007151,0.1,uw,uw61134632,2016-05-05T20:31:57.410Z,"37km NNE of Amboy, Washington",earthquake,0.35,0.71,0.097,6,reviewed,uw,uw
2016-05-05T19:26:34.000Z,34.3396667,-116.8536667,-1.41,1.76,ml,53,66,0.02323,0.19,ci,ci37560192,2016-05-06T01:03:31.686Z,"9km N of Big Bear City, CA",quarry blast,0.27,31.61,0.105,38,reviewed,ci,ci
2016-05-05T19:11:43.000Z,59.9905,-152.6619,98,3,ml,,,,0.48,ak,ak13518032,2016-05-05T20:15:29.113Z,"52km WNW of Anchor Point, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
