time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-04-26T00:32:11.560Z,39.8264999,-122.3363342,-0.97,1.84,md,7,95,0.2663,0.06,nc,nc72627345,2016-04-26T00:48:02.510Z,"14km NW of Orland, California",earthquake,0.56,1.2,0.27,7,automatic,nc,nc
2016-04-26T00:23:38.200Z,19.492,-65.3735,76,3.6,Md,13,288,1.1812846,0.23,pr,pr16117000,2016-04-26T00:46:58.027Z,"127km NNE of Vieques, Puerto Rico",earthquake,2.1,4.9,0,13,reviewed,pr,pr
2016-04-26T00:15:35.790Z,38.8199997,-122.8116684,3.51,0.53,md,6,152,0.003612,0.02,nc,nc72627335,2016-04-26T00:26:02.953Z,"6km NW of The Geysers, California",earthquake,2.51,0.92,0.01,2,automatic,nc,nc
2016-04-26T00:00:18.520Z,35.7,-118.0686667,0.51,1.5,ml,27,53,0.1415,0.13,ci,ci37336439,2016-04-26T00:34:02.383Z,"24km WNW of Inyokern, CA",earthquake,0.18,0.31,0.193,22,reviewed,ci,ci
2016-04-25T23:54:20.870Z,38.7234993,-122.8751678,4.18,0.12,md,4,208,0.09744,0.1,nc,nc72627330,2016-04-26T00:06:02.090Z,"11km WSW of The Geysers, California",earthquake,3.06,11.14,,1,automatic,nc,nc
2016-04-25T23:52:00.530Z,-4.9803,142.765,122.37,4.8,mb,,50,5.44,0.54,us,us10005bjf,2016-04-26T00:12:41.956Z,"72km NW of Porgera, Papua New Guinea",earthquake,11.2,7.8,0.065,73,reviewed,us,us
2016-04-25T23:15:21.260Z,36.017,-117.7993333,1.55,0.72,ml,9,170,0.02881,0.05,ci,ci37336431,2016-04-26T00:30:20.902Z,"13km NE of Little Lake, CA",earthquake,0.22,0.15,0.231,4,reviewed,ci,ci
2016-04-25T23:13:10.000Z,36.0181667,-117.7993333,1.46,1.5,ml,17,105,0.0285,0.11,ci,ci37336423,2016-04-26T00:30:04.040Z,"13km NE of Little Lake, CA",earthquake,0.2,0.16,0.239,17,reviewed,ci,ci
2016-04-25T22:51:16.680Z,-22.1239,-179.4351,572.11,4.6,mb,,112,4.956,0.57,us,us10005bj9,2016-04-26T00:04:39.393Z,"180km SSW of Ndoi Island, Fiji",earthquake,9.9,11.1,0.094,34,reviewed,us,us
2016-04-25T22:20:49.370Z,-30.9435,-71.7591,23.87,4.3,mwr,,131,0.289,0.81,us,us10005bhz,2016-04-25T23:18:23.188Z,"65km SW of Ovalle, Chile",earthquake,4.4,3.9,0.05,39,reviewed,us,us
2016-04-25T22:10:58.750Z,36.6879,-115.4955,0,0.9,ml,6,168.33,0.328,0.1924,nn,nn00541847,2016-04-26T00:35:58.043Z,"62km NW of Nellis Air Force Base, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2016-04-25T22:08:18.840Z,38.7988319,-122.7245026,1.72,1.27,md,13,72,0.009122,0.02,nc,nc72627315,2016-04-25T22:25:03.390Z,"2km S of Cobb, California",earthquake,0.28,0.68,0.08,5,automatic,nc,nc
2016-04-25T22:05:09.000Z,60.4577,-151.0226,34.6,2.1,ml,,,,0.88,ak,ak13495024,2016-04-25T22:49:55.043Z,"3km SSE of Soldotna, Alaska",earthquake,0.4,0.6,,,automatic,ak,ak
2016-04-25T21:47:15.440Z,-55.6176,-26.7501,10,5.2,mb,,81,5.769,0.96,us,us10005bhq,2016-04-25T22:05:38.459Z,"123km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10,1.9,0.07,67,reviewed,us,us
2016-04-25T21:44:57.000Z,61.9392,-152.7622,0,2,ml,,,,0.47,ak,ak13494870,2016-04-25T22:49:51.024Z,"144km WSW of Talkeetna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-04-25T21:36:26.990Z,37.2131,-118.301,7.1,1.6,ml,17,117.67,0.15,0.119,nn,nn00541806,2016-04-25T23:30:45.503Z,"5km N of Big Pine, California",earthquake,1.5,3.6,0.32,7,reviewed,nn,nn
2016-04-25T21:20:03.000Z,60.0231,-152.3839,28.8,1.9,ml,9,133.199989344001,,0.41,ak,ak13494736,2016-04-25T22:23:18.267Z,"41km NW of Anchor Point, Alaska",earthquake,1.9,1.3,,,automatic,ak,ak
2016-04-25T21:15:53.580Z,-1.0648,-80.7145,10,4.6,mb,,101,1.893,1.8,us,us10005bha,2016-04-25T21:57:17.716Z,"5km WSW of Montecristi, Ecuador",earthquake,2.8,1.9,0.076,52,reviewed,us,us
2016-04-25T21:13:57.740Z,49.4036667,-120.5198333,-0.53,1.87,ml,5,223,0.5969,0.22,uw,uw61130462,2016-04-25T22:25:14.700Z,"6km S of Princeton, Canada",explosion,2.44,31.61,0.143,6,reviewed,uw,uw
2016-04-25T20:55:40.290Z,38.8383331,-122.8393326,1.57,0.95,md,9,137,0.003014,0.01,nc,nc72627300,2016-04-25T21:12:03.105Z,"9km NW of The Geysers, California",earthquake,0.6,0.42,0.4,2,automatic,nc,nc
