time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-05-16T03:47:22.540Z,36.7068329,-121.3611679,7.33,1.4,md,13,109,0.07013,0.02,nc,nc72636215,2016-05-16T03:49:05.394Z,"11km S of Ridgemark, California",earthquake,0.32,1.31,0.22,9,automatic,nc,nc
2016-05-16T03:24:33.640Z,40.6369,-119.4779,0,1.7,ml,11,151.41,0.742,0.2172,nn,nn00544270,2016-05-16T03:35:22.352Z,"10km NW of Gerlach-Empire, Nevada",earthquake,,0,0.22,8,reviewed,nn,nn
2016-05-16T03:13:13.160Z,-14.5732,166.7155,40.74,4.8,mb,,109,6.983,1.02,us,us10005hnd,2016-05-16T03:36:02.172Z,"63km NW of Port-Olry, Vanuatu",earthquake,11.4,7.5,0.068,66,reviewed,us,us
2016-05-16T02:55:28.340Z,33.1773333,-115.6088333,1.17,1.97,ml,31,95,0.00571,0.24,ci,ci37568520,2016-05-16T02:59:20.403Z,"10km WNW of Calipatria, CA",earthquake,0.33,31.61,0.156,26,automatic,ci,ci
2016-05-16T02:48:12.000Z,60.8049,-148.5153,126.2,1.9,ml,,,,0.75,ak,ak13589574,2016-05-16T03:53:14.033Z,"9km ENE of Whittier, Alaska",earthquake,1,2.1,,,automatic,ak,ak
2016-05-16T02:44:14.798Z,40.629,-119.4769,10.9,1.3,ml,6,185.57,0.734,0.2569,nn,nn00544266,2016-05-16T03:16:49.865Z,"9km WNW of Gerlach-Empire, Nevada",earthquake,,2.3,0.23,4,reviewed,nn,nn
2016-05-16T02:43:41.680Z,45.3121667,-121.6988333,2.83,0.76,ml,6,148,0.02492,0.11,uw,uw61139347,2016-05-16T03:49:08.110Z,"22km ESE of Mount Hood Village, Oregon",earthquake,0.33,0.67,0.153,4,reviewed,uw,uw
2016-05-16T02:42:52.490Z,45.311,-121.6931667,4.06,0.82,ml,5,184,0.02754,0.08,uw,uw61139342,2016-05-16T03:45:59.750Z,"23km ESE of Mount Hood Village, Oregon",earthquake,0.38,0.5,0.029,4,reviewed,uw,uw
2016-05-16T02:36:05.460Z,45.3138333,-121.6995,3.49,0.97,ml,6,146,0.02319,0.09,uw,uw61139337,2016-05-16T03:43:21.910Z,"22km ESE of Mount Hood Village, Oregon",earthquake,0.38,0.56,0.165,4,reviewed,uw,uw
2016-05-16T02:35:58.700Z,33.9826667,-116.9138333,17.13,0.94,ml,23,63,0.06977,0.21,ci,ci37568504,2016-05-16T02:39:42.923Z,"7km NNW of Banning, CA",earthquake,0.46,0.86,0.092,24,automatic,ci,ci
2016-05-16T02:32:27.242Z,38.31,-119.1915,6.6,1.1,ml,9,159.66,0.258,0.1661,nn,nn00544265,2016-05-16T03:14:43.140Z,"6km NNE of Bridgeport, California",earthquake,3.06,5.4,0.28,5,reviewed,nn,nn
2016-05-16T02:29:09.000Z,60.0647,-152.0017,13.9,1,ml,,,,0.75,ak,ak13589569,2016-05-16T03:05:56.323Z,"33km NNW of Anchor Point, Alaska",earthquake,0.5,0.3,,,automatic,ak,ak
2016-05-16T02:29:00.980Z,38.8186684,-122.7639999,1.82,0.56,md,10,86,0.01266,0.03,nc,nc72636200,2016-05-16T02:53:01.995Z,"3km W of Cobb, California",earthquake,0.37,0.66,0.06,3,automatic,nc,nc
2016-05-16T02:20:05.000Z,64.6073,-149.1281,6.9,1.3,ml,,,,1.1,ak,ak13589565,2016-05-16T03:05:55.671Z,"3km NNW of North Nenana, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
